"month","year","park","ndvi_monthly_mean"
1,2018,"FIVE",0.122621666778463
2,2018,"FIVE",0.490966072151491
3,2018,"FIVE",0.110200000036099
4,2018,"FIVE",0.0963392856046291
5,2018,"FIVE",0.0669661107695835
6,2018,"FIVE",0.581476666129231
7,2018,"FIVE",0.463922223710302
8,2018,"FIVE",0.174545699012377
9,2018,"FIVE",0.459373333074376
10,2018,"FIVE",0.0679568965467528
11,2018,"FIVE",0.171563793030221
12,2018,"FIVE",0.437061666703597
1,2019,"FIVE",0.237751725084694
2,2019,"FIVE",0.652869644100325
3,2019,"FIVE",0.0748916667612145
4,2019,"FIVE",0.0649690474762293
5,2019,"FIVE",0.09079655274278
6,2019,"FIVE",0.503167240465098
7,2019,"FIVE",0.482340518971044
8,2019,"FIVE",0.101597580591343
9,2019,"FIVE",0.308969998708315
10,2019,"FIVE",0.0812199999982119
11,2019,"FIVE",0.311289656376077
12,2019,"FIVE",0.348024712046142
1,2020,"FIVE",0.406032220767405
2,2020,"FIVE",0.522091071400878
3,2020,"FIVE",0.0777225803769404
4,2020,"FIVE",0.107203571965013
5,2020,"FIVE",0.0693225814562712
6,2020,"FIVE",0.57429999787089
7,2020,"FIVE",0.663970002738436
8,2020,"FIVE",0.135356666066001
9,2020,"FIVE",0.425996667496439
10,2020,"FIVE",0.15066000049447
11,2020,"FIVE",0.260515515986958
12,2020,"FIVE",0.413481665401806
1,2021,"FIVE",0.284252222594329
2,2021,"FIVE",0.435917308820966
3,2021,"FIVE",0.0354000001069752
4,2021,"FIVE",0.119627777751535
5,2021,"FIVE",0.118805556429611
6,2021,"FIVE",0.422178735047082
7,2021,"FIVE",0.45851833249785
8,2021,"FIVE",0.24556290271272
9,2021,"FIVE",0.380053446673319
10,2021,"FIVE",0.15493214266553
11,2021,"FIVE",0.223721110493259
12,2021,"FIVE",0.410670690259353
1,2010,"FORI",0.0861862993076568
2,2010,"FORI",0.341762383895866
3,2010,"FORI",0.0190522923710188
4,2010,"FORI",-0.0133393557496368
5,2010,"FORI",0.0142023634379363
6,2010,"FORI",0.255631372316276
7,2010,"FORI",0.273828420077289
8,2010,"FORI",0.0587659675151595
9,2010,"FORI",0.223504197744184
10,2010,"FORI",0.0952428296008386
11,2010,"FORI",0.142112539371434
12,2010,"FORI",0.156145945166712
1,2011,"FORI",0.0469309448146156
2,2011,"FORI",0.192127525636841
3,2011,"FORI",0.0176963256416308
4,2011,"FORI",0.000596927401869372
5,2011,"FORI",0.0184899011222857
6,2011,"FORI",0.211543946845824
7,2011,"FORI",0.203675208174634
8,2011,"FORI",0.0274486171157626
9,2011,"FORI",0.0636026510169389
10,2011,"FORI",0.0458656467491742
11,2011,"FORI",0.0819742440577651
12,2011,"FORI",0.345930124996124
1,2012,"FORI",0.0705843640791881
2,2012,"FORI",0.233144780595675
3,2012,"FORI",0.00442000884204267
4,2012,"FORI",0.018823314877891
5,2012,"FORI",-0.0111231749553354
6,2012,"FORI",0.328048405058204
7,2012,"FORI",0.29681976243273
8,2012,"FORI",0.0449774853508186
9,2012,"FORI",0.206255105176601
10,2012,"FORI",0.113836854525759
11,2012,"FORI",0.152674843303322
12,2012,"FORI",0.257155727712435
1,2013,"FORI",0.0603107468550643
2,2013,"FORI",0.252274484785115
3,2013,"FORI",0.0202614295113825
4,2013,"FORI",0.0170735413930148
5,2013,"FORI",0.0224214599879949
6,2013,"FORI",0.302390803446413
7,2013,"FORI",0.247690716286005
8,2013,"FORI",0.0157819751219234
9,2013,"FORI",0.128843832870047
10,2013,"FORI",0.107095297300604
11,2013,"FORI",0.149216063427378
12,2013,"FORI",0.193630340999372
1,2014,"FORI",0.107636743890296
2,2014,"FORI",0.478993296676602
3,2014,"FORI",0.104977828632226
4,2014,"FORI",0.0967459062538755
5,2014,"FORI",0.149860072013491
6,2014,"FORI",0.474251848185646
7,2014,"FORI",0.447567724810459
8,2014,"FORI",0.10107462897465
9,2014,"FORI",0.20293338010862
10,2014,"FORI",0.0997266117395253
11,2014,"FORI",0.308959098095633
12,2014,"FORI",0.518571112778283
1,2015,"FORI",0.0933378018017497
2,2015,"FORI",0.495905941522852
3,2015,"FORI",0.15908141290864
4,2015,"FORI",0.103859316201901
5,2015,"FORI",0.128888043201743
6,2015,"FORI",0.433628895357625
7,2015,"FORI",0.403638028088194
8,2015,"FORI",0.109260539080334
9,2015,"FORI",0.209630152445076
10,2015,"FORI",0.134895574463568
11,2015,"FORI",0.29400895476927
12,2015,"FORI",0.528973224046815
1,2016,"FORI",0.195462310172958
2,2016,"FORI",0.524171493013609
3,2016,"FORI",0.087417990744391
4,2016,"FORI",0.125685556783826
5,2016,"FORI",0.11862040652791
6,2016,"FORI",0.407995987894091
7,2016,"FORI",0.344524561186387
8,2016,"FORI",0.140336209001219
9,2016,"FORI",0.294114362314798
10,2016,"FORI",0.13823518886239
11,2016,"FORI",0.311731928267962
12,2016,"FORI",0.430421670669945
1,2017,"FORI",0.0941782483614562
2,2017,"FORI",0.483539141563164
3,2017,"FORI",0.130607418461867
4,2017,"FORI",0.107901227333368
5,2017,"FORI",0.115454513568155
6,2017,"FORI",0.584439954663558
7,2017,"FORI",0.450982945169136
8,2017,"FORI",0.119427544875666
9,2017,"FORI",0.230145528197552
10,2017,"FORI",0.248452559867254
11,2017,"FORI",0.324189693216831
12,2017,"FORI",0.367998548010164
1,2018,"FORI",0.129100687761171
2,2018,"FORI",0.500747411366299
3,2018,"FORI",0.127242140246493
4,2018,"FORI",0.129581210663312
5,2018,"FORI",0.0912410804006495
